x,fx
-3.0,1.03379229100579436301035956503873e-106
-2.2222222222222223,2.83772520147387764913071462390037e-76
-1.4444444444444444,2.93861975549860157863359880654717e-46
-0.6666666666666665,2.39164467877901749241977206468760e-17
0.11111111111111116,1.03565906114776607941547782254535
0.8888888888888888,0.214093530461984467393407377543580
1.666666666666667,0.0734128746169376259650549253241581
2.4444444444444446,0.0280789597152010274943741800408193
3.2222222222222223,0.0112843517283459257459621632280649
4.0,0.00466541758740093547697074990920987
